source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
1036 Ganymed was discovered by Walter Baade.,1036 Ganymed was discovered by Walter Baade.,oskgc_014,Who discovered 1036 Ganymed?,Walter Baade,t5,rag,False
"Pietro Canonica is the designer of the Atatürk Monument (İzmir), which is made of bronze.","The bronze monument located in İzmir, known as the Atatürk Monument (İzmir), was designed by Pietro Canonica.",oskgc_015,Who designed the bronze monument located in İzmir?,Pietro Canonica,t5,rag,False
"Antwerp International Airport serves the city of Antwerp, Belgium, where French is spoken.","The city served by Antwerp International Airport is Antwerp, Belgium. According to the context, French is spoken in Antwerp, Belgium. Therefore, the language spoken in the city served by Antwerp International Airport is French.",oskgc_016,What language is spoken in the city served by Antwerp International Airport?,French,t5,rag,False
The musical genre of the singer Andra is dance pop.,The musical genre of the singer Andra is dance pop.,oskgc_017,What is the musical genre of the singer Andra?,dance pop,t5,rag,False
Binignit is a dish from the region of Visayas.,Binignit is from the region of Mindanao.,oskgc_018,What region is Binignit from?,Visayas,t5,rag,False
The AIDAluna is 252000 millimetres long.,The AIDAluna is 252 metres long.,oskgc_019,How long is the AIDAluna?,252000 millimetres,t5,rag,False
The book Alcatraz Versus the Evil Librarians is followed by the book Alcatraz Versus the Scrivener's Bones.,The book that follows Alcatraz Versus the Evil Librarians is Alcatraz Versus the Scrivener's Bones.,oskgc_020,What book follows Alcatraz Versus the Evil Librarians?,Alcatraz Versus the Scrivener's Bones,t5,rag,False
Aaron Turner plays electroacoustic music.,"Aaron Turner plays post-metal, ambient, and electroacoustic music.",oskgc_021,What type of music does Aaron Turner play?,electroacoustic,t5,rag,False
"Purple Heart recipient Aaron S. Daggett was born in Maine and, most notably, fought in the Battle of Fredericksburg.","Aaron S. Daggett was born in Greene, Maine.",oskgc_022,Where was Aaron S. Daggett born?,Maine,t5,rag,False
"Ariane 5 had its maiden flight on the 4th of June, 1996.","The context provided contains conflicting information about the maiden flight of Ariane 5, with three different dates mentioned: 4th June 1996, 2nd March 2004, and 11th December 2002. However, the correct and historically accurate maiden flight of Ariane 5 was on **4th June 1996**. The other dates are incorrect.

Therefore, based on the context and factual accuracy, Ariane 5 had its maiden flight on **4th June 1996**.",oskgc_023,When did Ariane 5 have its maiden flight?,"the 4th of June, 1996",t5,rag,False
The state of Georgia is in the United States.,The state of Georgia is in the United States.,oskgc_024,In what country is the state of Georgia?,the United States,t5,rag,False
Akeem Ayers is 39 in the draft pick and used to play for the St. Louis Rams.,Akeem Ayers used to play for the St. Louis Rams and the Tennessee Titans.,oskgc_025,What team did Akeem Ayers used to play for?,the St. Louis Rams,t5,rag,False
Monocacy National Battlefield is located in Frederick County (Maryland).,"Monocacy National Battlefield is located in Frederick County, Maryland.",oskgc_026,Where is Monocacy National Battlefield located?,Frederick County (Maryland),t5,rag,False
The runway length of Abilene Regional Airport is 2194.,"The provided context contains conflicting information about the runway length of Abilene Regional Airport, listing four different values: 2194, 2195, 3678, and 1121 feet. Since the information is inconsistent, it is not possible to determine the correct runway length based solely on the given context.",oskgc_027,What is the runway length of Abilene Regional Airport?,2194,t5,rag,False
The Brian Kelly album Afterplay was preceded by Pools of Light and then Expect a Miracle.,The album by Brian Kelly that was preceded by Pools of Light is Expect a Miracle.,oskgc_028,What album by Brian Kelly was preceded by Pools of Light?,Afterplay,t5,rag,False
Abraham A. Ribicoff's place of birth was Connecticut.,"Abraham A. Ribicoff was born in New Britain, Connecticut.",oskgc_029,Where was Abraham A. Ribicoff born?,Connecticut,t5,rag,False
"Aarhus Airport is located in Tirstrup, Denmark.","Aarhus Airport is located in Tirstrup, Denmark.",oskgc_030,Where is Aarhus Airport located?,"Tirstrup, Denmark",t5,rag,False
Aleksandr Prudnikov played for FC Terek Grozny based in Grozny.,"Aleksandr Prudnikov played for FC Terek Grozny, which is based in Grozny.",oskgc_031,Where is the club Aleksandr Prudnikov played for based?,Grozny,t5,rag,False
The Mason School of Business are the current tenants of Alan B. Miller Hall in Williamsburg (Virginia).,The current tenants of Alan B. Miller Hall are the Mason School of Business.,oskgc_032,Who are the current tenants of Alan B. Miller Hall?,The Mason School of Business,t5,rag,False
Alfredo Zitarrosa was born in Uruguay where the leader is Raúl Fernando Sendic Rodríguez.,"The leader of the country where Alfredo Zitarrosa was born, Uruguay, is Raul Fernando Sendic Rodriguez.",oskgc_033,Who is the leader of the country where Alfredo Zitarrosa was born?,Raúl Fernando Sendic Rodríguez,t5,rag,False
Alex Plante was born in Canada.,"Alex Plante was born in Brandon, Manitoba, Canada.",oskgc_034,Where was Alex Plante born?,Canada,t5,rag,False
"The Aarhus University is located in Aarhus, Denmark.","Aarhus University is located in Aarhus, Denmark.",oskgc_035,Where is Aarhus University located?,"Aarhus, Denmark",t5,rag,False
"Brown sauce is an ingredient in a bacon sandwich which is considered a variation of A BLT, which is itself considered to be variation of a club sandwich.","Based on the provided context, the dish that is considered a variation of a BLT is the bacon sandwich. The context states that the UK dish BLT is a variation of the bacon sandwich which has ketchup as one of its ingredients. Therefore, an ingredient in the dish (the bacon sandwich) that is considered a variation of a BLT is ketchup.",oskgc_036,What is an ingredient in the dish that is considered a variation of A BLT?,Brown sauce,t5,rag,False
"The singer Andra, whose genre is Pop music, is associated with both Marius Moga and Andreea Bălan.",The genre of the singer Andra is dance pop.,oskgc_037,What is the genre of the singer Andra?,Pop music,t5,rag,False
The total length of the Turn Me On punk blues album by the American band The Honeymoon Killers is 35.1 minutes.,The Turn Me On punk blues album is 35 minutes and 10 seconds long.,oskgc_038,How long is the Turn Me On punk blues album?,35.1 minutes,t5,rag,False
"English Without Tears was produced by Anatole de Grunwald, directed by Harold French, with Nicholas Brodszky as the composer of the songs used.","The songs of the film directed by Harold French, *English Without Tears*, were composed by Nicholas Brodszky.",oskgc_039,Who composed the songs of the film directed by Harold French?,Nicholas Brodszky,t5,rag,False
"Mason School of Business, located in the United States, is a tenant of the Alan B. Miller Hall, that is situated in Virginia.",Alan B. Miller Hall is situated at 101 Ukrop Way in Virginia.,oskgc_040,Where is the Alan B. Miller Hall situated?,Virginia,t5,rag,False
The Acura TLX with a 2.4 l engine is produced by Honda.,The car with a 2.4 l engine known as Acura TLX is produced by Honda.,oskgc_041,Who produces the car with a 2.4 l engine known as Acura TLX?,Honda,t5,rag,False
The 1955 Dodge has a wheelbase of 120 inches.,The wheelbase of the 1955 Dodge is 120 inches.,oskgc_042,What is the wheelbase of the 1955 Dodge?,120 inches,t5,rag,False
Aleksandre Guruli played for FC Dinamo Batumi.,"Aleksandre Guruli played for AZAL PFK, the Georgia national football team, FC Samtredia, and FC Dinamo Batumi.",oskgc_043,Who did Aleksandre Guruli play for?,FC Dinamo Batumi,t5,rag,False
Walter Baade is a German national.,Walter Baade is a German national.,oskgc_044,What nationality is Walter Baade?,German,t5,rag,False
The ICAO location identifier for Bedford Aerodrome is EGBF with its runway length of 1095.,The ICAO location identifier for Bedford Aerodrome is EGBF.,oskgc_045,What is the ICAO location identifier for Bedford Aerodrome?,EGBF,t5,rag,False
The United States includes the ethnic group of African Americans and is the birthplace of Abraham A. Ribicoff who is married to Casey Ribicoff.,Abraham A. Ribicoff is married to Ruth Ribicoff.,oskgc_046,Who is Abraham A. Ribicoff married to?,Casey Ribicoff,t5,rag,False
Atlanta is mostly part of DeKalb County (Georgia) in Georgia.,"The county where Atlanta is mostly part of, Fulton County, is located in the state of Georgia.",oskgc_047,What state is the county where Atlanta is mostly part of located in?,Georgia,t5,rag,False
Aaron Turner played with the bands Twilight and Sumac. He performs black metal music.,"The artist who played with Twilight and Sumac, Aaron Turner, performs black metal music.",oskgc_048,What type of music does the artist who played with Twilight and Sumac perform?,black metal music,t5,rag,False
A.S. Livorno Calcio are managed by Christian Panucci who plays for A.S. Roma and is attached to the club Genoa C.F.C.,Christian Panucci manages A.S. Livorno Calcio.,oskgc_049,Who manages A.S. Livorno Calcio?,Christian Panucci,t5,rag,False
"FC Terek Grozny club member, Aleksandr Prudnikov, played for the youth football club, FC Spartak Moscow, at the Otkrytiye Arena.",Aleksandr Prudnikov played for the youth football club FC Spartak Moscow.,oskgc_050,What youth football club did Aleksandr Prudnikov play for?,FC Spartak Moscow,t5,rag,False
Ernie Colón and Gary Cohn created the comic character Bolt.,The comic character Bolt was created by Paris Cullins and Ernie Colón.,oskgc_051,Who created the comic character Bolt?,Ernie Colón and Gary Cohn,t5,rag,False
"Aleksandr Prudnikov played for the youth FC Spartak Moscow previously, as well as the FC Terek Grozny which is managed by Rashid Rakhimov.","Aleksandr Prudnikov played for FC Terek Grozny, which is managed by Rashid Rakhimov. Therefore, Rashid Rakhimov manages the club Aleksandr Prudnikov played for besides FC Spartak Moscow.",oskgc_052,Who manages the club Aleksandr Prudnikov played for besides FC Spartak Moscow?,Rashid Rakhimov,t5,rag,False
The Accademia di Architettura di Mendrisio is located in Mendrisio and its dean is Mario Botta. The neighbouring municipality of Mendrisio is Meride.,The dean of the Accademia di Architettura di Mendrisio is Mario Botta.,oskgc_053,Who is the dean of the Accademia di Architettura di Mendrisio?,Mario Botta,t5,rag,False
Two types of dessert are Sandesh (confectionery) and Binignit. The latter has sweet potato as a main ingredient.,The main ingredients of Binignit are sweet potatoes and taro.,oskgc_054,What is the main ingredient of Binignit?,sweet potato,t5,rag,False
"Adams Township (Madison County, Indiana) is in the United States.",Adams Township is located in the United States.,oskgc_055,In what country is Adams Township located?,the United States,t5,rag,False
Beef kway teow is a dish of Singapore where Tony Tan is a leader.,The leader of the country where Beef kway teow comes from is Halimah Yacob.,oskgc_056,Who is the leader of the country where Beef kway teow comes from?,Tony Tan,t5,rag,False
Beef kway teow comes from Singapore region where the English language is spoken.,Beef kway teow comes from Singapore and Indonesia.,oskgc_057,Where does Beef kway teow come from?,Singapore,t5,rag,False
"Attica (Indiana) is part of Logan Township (Fountain County, Indiana) in the United States whose caiptal city is Washington, D.C.","The capital of the country where Attica, Indiana is located is Indianapolis.",oskgc_058,"What is the capital of the country where Attica, Indiana is located?","Washington, D.C.",t5,rag,False
Abilene (Texas) is part of Taylor County (Texas).,"Abilene is part of Taylor County, Texas.",oskgc_059,What county is Abilene part of?,Taylor County,t5,rag,False
The United States is the birthplace of Abraham A. Ribicoff.,"Abraham A. Ribicoff was born in New Britain, Connecticut.",oskgc_060,Where was Abraham A. Ribicoff born?,the United States,t5,rag,False
The location of Amdavad ni Gufa is Ahmedabad.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India.",oskgc_061,Where is Amdavad ni Gufa located?,Ahmedabad,t5,rag,False
John van den Brom is a player in İstanbulspor A.Ş. but also manages the AZ Alkmaar and plays for R.S.C. Anderlecht.,"The player of İstanbulspor A.Ş., John van den Brom, manages AZ Alkmaar.",oskgc_062,What club does the player of İstanbulspor A.Ş. manage?,AZ Alkmaar,t5,rag,False
"The Atatürk Monument (İzmir) is located in Turkey, where the leader is Ahmet Davutoğlu and the currency is the Turkish Lira.",The leader of the country where the Atatürk Monument is located is Ahmet Davutoğlu.,oskgc_063,Who is the leader of the country where the Atatürk Monument is located?,Ahmet Davutoğlu,t5,rag,False
Lady Anne Monson was born in Darlington which is located in Kingdom of England.,The provided context does not specify where Lady Anne Monson was born. It only states that she is from the Kingdom of England.,oskgc_064,Where was Lady Anne Monson born?,Darlington,t5,rag,True
"Elliot See died on February 28, 1966, in St. Louis.","Elliot See died on February 28, 1966.",oskgc_065,When did Elliot See die?,"February 28, 1966",t5,rag,False
Rome is the capital of Italy.,The capital of Italy is Rome.,oskgc_066,What is the capital of Italy?,Rome,t5,rag,False
Crew member William Anders and backup pilot Buzz Aldrin served under commander Frank Borman on Apollo 8.,William Anders served under the command of Frank Borman on Apollo 8.,oskgc_067,Under whose command did William Anders serve on Apollo 8?,Frank Borman,t5,rag,False
"Alpena County Regional Airport is found in Wilson Township (Alpena County, Michigan)","Alpena County Regional Airport is found in Wilson Township, Alpena County, Michigan, United States.",oskgc_068,Where is Alpena County Regional Airport found?,"Wilson Township (Alpena County, Michigan)",t5,rag,False
Dave Challinor is at Colwyn Bay F.C.,Dave Challinor is at Colwyn Bay F.C.,oskgc_069,What club is Dave Challinor at?,Colwyn Bay F.C.,t5,rag,False
A.C. Chievo Verona play in the Serie A league and their home ground is Stadio Marc'Antonio Bentegodi.,The home ground of A.C. Chievo Verona is Verona.,oskgc_070,What is the home ground of the team playing in the Serie A league known as A.C. Chievo Verona?,Stadio Marc'Antonio Bentegodi,t5,rag,False
The Ariane 5 was manufactured by the European Space Agency and launched at ELA-3.,The Ariane 5 was manufactured by Airbus Defence and Space.,oskgc_071,Who manufactured the Ariane 5?,European Space Agency,t5,rag,False
1089 Tama has an orbital period of 1202.846 days; its epoch date is the 26th of November 2005.,The orbital period of 1089 Tama is 1202.846 days.,oskgc_072,What is the orbital period of 1089 Tama?,1202.846 days,t5,rag,False
"Walter Baade, who discovered 1036 Ganymed, had a doctoral student named Allan Sandage.","The doctoral student of the discoverer of 1036 Ganymed, Walter Baade, was Halton Arp.",oskgc_073,Who was the doctoral student of the discoverer of 1036 Ganymed?,Allan Sandage,t5,rag,False
"A Severed Wasp is from the United States where English is the primary language. Additionally, the United states has an ethnic group called Asian Americans.",The primary language of the country where A Severed Wasp is from is English.,oskgc_074,What is the primary language of the country where A Severed Wasp is from?,English,t5,rag,False
"The comic book character Blockbuster, aka Mark Desmond, was created by Gardner Fox and Tom Lyle.",The comic book character Blockbuster was created by Carmine Infantino and Gardner Fox.,oskgc_075,Who created the comic book character Blockbuster?,Gardner Fox and Tom Lyle,t5,rag,False
Noodles are an ingredient in batchoy.,An ingredient in batchoy is noodles.,oskgc_076,What is an ingredient in batchoy?,Noodles,t5,rag,False
Michael Rooker was born in the year 1955.,"Michael Rooker was born on April 6th, 1955.",oskgc_077,When was Michael Rooker born?,1955,t5,rag,False
Albany (Georgia) is in the United States.,"Albany, Georgia is in the United States.",oskgc_078,"In what country is Albany, Georgia?",the United States,t5,rag,False
Nie Haisheng was born in Zaoyang.,Nie Haisheng was born in Zaoyang.,oskgc_079,Where was Nie Haisheng born?,Zaoyang,t5,rag,False
The floor area of Addis Ababa City Hall is 140000 (square metres).,"The floor area of Addis Ababa City Hall is 1,400,000 square metres.",oskgc_080,What is the floor area of Addis Ababa City Hall?,140000 (square metres),t5,rag,False
Robert E. Lee was a commander in the American Civil War when the Battle of Cold Harbor took place. Aaron S. Daggett fought in this battle.,Robert E. Lee was a commander in the war during which Aaron S. Daggett fought in the Battle of Cold Harbor.,oskgc_081,Who was a commander in the war during which Aaron S. Daggett fought in the Battle of Cold Harbor?,Robert E. Lee,t5,rag,False
"Alfons Gorbach died in Austria, the country led by, Doris Bures.",Doris Bures leads the country where Alfons Gorbach died.,oskgc_082,Who leads the country where Alfons Gorbach died?,Doris Bures,t5,rag,False
"The AIDAluna, christened on April 4, 2009, is 252000 millimetres long and powered by the Caterpillar Inc. engine.","The AIDAluna was christened on April 4, 2009.",oskgc_083,When was the AIDAluna christened?,"April 4, 2009",t5,rag,False
One of Aaron S. Daggett's battles was the Battle of the Wilderness.,One of Aaron S. Daggett's battles was the Battle of the Wilderness.,oskgc_084,What was one of Aaron S. Daggett's battles?,Battle of the Wilderness,t5,rag,False
300 North LaSalle is in Chicago part of DuPage County.,300 North LaSalle is located in DuPage County.,oskgc_085,What county is 300 North LaSalle located in?,DuPage County,t5,rag,False
Alpharetta is located in the state of Georgia in the United States.,"The state where Alpharetta is located is Georgia, which is in the United States. Therefore, the country is the United States.",oskgc_086,In what country is the state where Alpharetta is located?,the United States,t5,rag,False
"AmeriGas serves the population of the United States, which is 324720797.","The population that AmeriGas serves is 324,720,797.",oskgc_087,What is the population that AmeriGas serves?,324720797,t5,rag,False
"Chinabank, a public company, was founded in the Insular Government of the Philippine Islands.",Chinabank was founded in Manila.,oskgc_088,Where was the public company known as Chinabank founded?,the Insular Government of the Philippine Islands,t5,rag,False
"Alison O'Donnell, who is signed with the record label Stanyan Records, plays jazz music; one of the Jazz derivatives is Funk.",One of the derivatives of the music genre played by Alison O'Donnell is funk.,oskgc_089,What is one of the derivatives of the music genre played by Alison O'Donnell?,Funk,t5,rag,False
Pontiac makes the Pontiac Rageous coupé at its plant in Detroit.,"Pontiac's plant is located in Detroit, Michigan.",oskgc_090,Where is Pontiac's plant located?,Detroit,t5,rag,False
John van den Brom plays for AFC Ajax and has previously been the manager for AZ Alkmaar.,"Based on the provided context, John van den Brom plays for R.S.C. Anderlecht.",oskgc_091,What club does John van den Brom play for?,AFC Ajax,t5,rag,False
A Long Long Way is published by Viking press in the United States.,"A Long Long Way is published by Viking Press, which is a part of Penguin Random House.",oskgc_092,Who publishes A Long Long Way?,Viking press,t5,rag,False
Olga Bondareva was born in Leningrad.,Olga Bondareva was born in Leningrad.,oskgc_093,Where was Olga Bondareva born?,Leningrad,t5,rag,False
"The film Big Hero 6 stars actor Damon Wayans, Jr.","The film Big Hero 6 stars Ryan Potter, Jamie Chung, and Alan Tudyk.",oskgc_094,Who stars in the film Big Hero 6?,"Damon Wayans, Jr.",t5,rag,False
A.F.C. Fylde's ground is Kellamergh Park.,A.F.C. Fylde's ground is Kellamergh Park.,oskgc_095,What is A.F.C. Fylde's ground?,Kellamergh Park,t5,rag,False
Chinabank was founded on 08-16-1920.,"Chinabank was founded on August 16, 1920.",oskgc_096,When was Chinabank founded?,08-16-1920,t5,rag,False
Bacon and sausage make up a bacon explosion.,A bacon explosion is made up of bacon and sausage.,oskgc_097,What ingredients make up a bacon explosion?,Bacon and sausage,t5,rag,False
"Birmingham, which is led by the Labour politician John Clancy, is the home town of the architect John Madin who designed 103 Colmore Row.",The building in the home town of the architect led by John Clancy was designed by John Madin.,oskgc_098,Who designed the building in the home town of the architect led by John Clancy?,John Madin,t5,rag,False
"Alexandria (Indiana) is part of the state of Indiana, which can be found in the United States.","Alexandria, Indiana is in the state of Indiana.",oskgc_099,"In what state is Alexandria, Indiana?",Indiana,t5,rag,False
"Alfons Gorbach was born in Tyrol, in Austria.","Alfons Gorbach was born in Imst, Austria.",oskgc_100,Where was Alfons Gorbach born?,"Tyrol, in Austria",t5,rag,False
Arem arem originates from the country of Indonesia where Joko Widodo is the leader and Indonesian is the language.,The origin of Arem-arem is Indonesia.,lettria_001,What is the origin of Arem arem?,Indonesia,single_hop,rag,False
"Darinka Dentcheva (United States citizen) with birthdate as January 1, 1958 studied at Humboldt University. Her theory was influenced by Andrzej Piotr Ruszczyński.",Darinka Dentcheva is a United States citizen.,lettria_002,What is the citizenship of Darinka Dentcheva?,United States,single_hop,rag,False
"Darinka Dentcheva (United States citizen) with birthdate as January 1, 1958 studied at Humboldt University. Her theory was influenced by Andrzej Piotr Ruszczyński.","Based on the provided context, the person with citizenship in the United States (Darinka Dentcheva) was influenced by John Roberts, who is one of the leaders in the United States. There is no mention of any other influence on her in the given information.",lettria_002,Who influenced the person with citizenship in the United States?,Andrzej Piotr Ruszczyński,multi_hop,rag,True
"Agustin Barboza was born in Paraguay and died in Asuncion, Gran Asunción.",Agustin Barboza died in Asuncion.,lettria_003,Where did Agustin Barboza die?,Asuncion,single_hop,rag,False
"Agustin Barboza was born in Paraguay and died in Asuncion, Gran Asunción.","The place where Agustin Barboza died, Asunción, is part of Gran Asunción.",lettria_003,What larger area is the place where Agustin Barboza died part of?,Gran Asunción,multi_hop,rag,False
"Akeem Ayers, who was number 39 in the draft pick, is currently a member of the Los Angeles Rams, having previously played with the New England Patriots.",Akeem Ayers plays for the Los Angeles Rams.,lettria_004,Which team does Akeem Ayers play for?,Los Angeles Rams,single_hop,rag,False
"Akeem Ayers, who was number 39 in the draft pick, is currently a member of the Los Angeles Rams, having previously played with the New England Patriots.","The draft pick number of the player who plays for the Los Angeles Rams, Akeem Ayers, is 39.",lettria_004,What is the draft pick number of the player who plays for the Los Angeles Rams?,39,multi_hop,rag,False
"The comic character Bolt was created by Gary Cohn and Ernie Colon, the latter of which is a Puerto Rican national.","Based on the provided context, the creators of Bolt are Ernie Colón, Dan Mishkin, and Paris Cullins.",lettria_005,Who is a creator of Bolt?,Ernie Colon,single_hop,rag,False
"The comic character Bolt was created by Gary Cohn and Ernie Colon, the latter of which is a Puerto Rican national.","The creators of Bolt are Ernie Colón, Dan Mishkin, and Paris Cullins.",lettria_005,Who are the creators of Bolt?,Ernie Colon and Gary Cohn,multi_hop,rag,False
"1147 Stavropolis, an asteroid, discovered on 11 June 1929 with absolute magnitude of 11.5, has an apoapsis of 418476000000.0 AU.","The apoapsis of 1147 Stavropolis is 418,476,000,000.0 AU.",lettria_006,What is the apoapsis of 1147 Stavropolis?,418476000000.0 AU,single_hop,rag,False
"1147 Stavropolis, an asteroid, discovered on 11 June 1929 with absolute magnitude of 11.5, has an apoapsis of 418476000000.0 AU.",The absolute magnitude of the object discovered on 1929-06-11 is 11.5.,lettria_006,What is the absolute magnitude of the object discovered on 1929-06-11?,11.5,multi_hop,rag,False
"1147 Stavropolis, discovered by Grigory Neujmin, has an absolute magnitude of 11.5.",1147 Stavropolis was discovered by Grigory Neujmin.,lettria_007,Who discovered 1147 Stavropolis?,Grigory Neujmin,single_hop,rag,False
"1147 Stavropolis, discovered by Grigory Neujmin, has an absolute magnitude of 11.5.","The absolute magnitude of the object discovered by Grigory Neujmin, 1147 Stavropolis, is 11.5.",lettria_007,What is the absolute magnitude of the object discovered by Grigory Neujmin?,11.5,multi_hop,rag,False
The United States is the country of Bacon Explosion. Barack Obama is the leader and Washington D.C. is the capital.,The Bacon Explosion is located in the United States.,lettria_008,Where is the Bacon Explosion located?,United States,single_hop,rag,False
Pop rock is the genre of the band Train.,The genre of Train is pop rock.,lettria_009,What is the genre of Train?,Pop rock,single_hop,rag,False
The A Rosa Luna is powered by a MTU Friedrichshafen engine. It was built by Neptun Werft in Rostock.,"Neptun Werft is located in Rostock, Germany, specifically in Warnemünde.",lettria_010,Where is Neptun Werft located?,Rostock,single_hop,rag,False
The A Rosa Luna is powered by a MTU Friedrichshafen engine. It was built by Neptun Werft in Rostock.,"The manufacturer of the A-Rosa Luna, Neptun Werft, is located in Rostock.",lettria_010,What is the location of the manufacturer of A Rosa Luna?,Rostock,multi_hop,rag,False
"In print, A Loyal Character Dancer was penned by Qiu Xiaolong and has the OCLC number 49805501.",The author of A Loyal Character Dancer is Qiu Xiaolong.,lettria_011,Who is the author of A Loyal Character Dancer?,Qiu Xiaolong,single_hop,rag,False
"In print, A Loyal Character Dancer was penned by Qiu Xiaolong and has the OCLC number 49805501.","The media type of the work authored by Qiu Xiaolong, *A Loyal Character Dancer*, is hardcover.",lettria_011,What is the media type of the work authored by Qiu Xiaolong?,print,multi_hop,rag,False
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","AEK Athens FC has 69,618 members.",lettria_012,How many members does AEK Athens FC have?,69618,single_hop,rag,False
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","The context provided does not mention any team that plays in Greece. Therefore, based on the given information, it is not possible to determine in which league a team that plays in Greece participates.",lettria_012,In which league does the team that plays in Greece participate?,Superleague Greece,multi_hop,rag,True
"Arrabbiata sauce is from Italy, where the language is Italian and Pietro Grasso is the leader.","The origin of Arrabbiata sauce is Rome, Italy.",lettria_013,What is the origin of Arrabbiata sauce?,Italy,single_hop,rag,False
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.",The manufacturer of Ariane 5 is Airbus Defence and Space.,lettria_014,Who is the manufacturer of Ariane 5?,European Space Agency,single_hop,rag,False
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.","The launch site of the Ariane 5, which is manufactured by the European Space Agency, is the ELA-3 launchpad at the Guiana Space Centre.",lettria_014,Where is the launch site of the vehicle manufactured by the European Space Agency?,Guiana Space Centre,multi_hop,rag,False
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.",The runtime of 'It's Great to Be Young' is 94 minutes.,lettria_015,What is the runtime of 'It's great to be young'?,94 minutes,single_hop,rag,False
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.","The provided context does not mention a movie with a runtime of 94 minutes, so the release date cannot be determined from the information given.",lettria_015,What is the release date of the movie with a runtime of 94 minutes?,1956-01-01,multi_hop,rag,True
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.",Al Anderson's occupation is a musician.,lettria_016,What is Al Anderson's occupation?,guitarist,single_hop,rag,False
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.","The band that Al Anderson is a member of, NRBQ, plays Rock music.",lettria_016,What genre is the band that Al Anderson is a member of?,Rock,multi_hop,rag,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,Agremiação Sportiva Arapiraquense plays in the Campeonato Brasileiro Série C league.,lettria_017,In which league does Agremiação Sportiva Arapiraquense play?,Campeonato Brasileiro Série C,single_hop,rag,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,"The stadium where Agremiação Sportiva Arapiraquense plays, Estadio Municipal Coaracy da Mata Fonseca, is located in Arapiraca.",lettria_017,In which city is the stadium where Agremiação Sportiva Arapiraquense plays located?,Arapiraca,multi_hop,rag,False
"Anderson is part of Madison County, Indiana in the U.S.","Anderson is part of Madison County, Indiana, United States.",lettria_018,What is Anderson a part of?,Madison County,single_hop,rag,False
"Anderson is part of Madison County, Indiana in the U.S.",Anderson is part of Indiana.,lettria_018,Which state is Anderson a part of?,Indiana,multi_hop,rag,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.",Chinabank provides banking services.,lettria_019,What service does Chinabank provide?,banking,single_hop,rag,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.","The net income of the entity founded on 1920-08-16 (Chinabank) is 15,100,000,000.",lettria_019,What is the net income of the entity founded on 1920-08-16?,"15,100,000,000",multi_hop,rag,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.",The runway length of Alpena County Regional Airport is 2744 metres.,lettria_020,What is the runway length of Alpena County Regional Airport?,1533.0,single_hop,rag,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.","Wilson Township, Alpena County, Michigan is located in the United States.",lettria_020,"In which country is Wilson Township, Alpena County, Michigan located?",United States,multi_hop,rag,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,AWH Engineering College is located in Kerala.,lettria_021,In which state is AWH Engineering College located?,Kerala,single_hop,rag,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The academic staff size of the AWH Engineering College, which was established in 2001, is 250.",lettria_021,What is the academic staff size of the college established in 2001?,250,multi_hop,rag,False
Anaheim is part of California in the US and is led by the California State Assembly.,"Anaheim is a part of California, USA, and specifically located in Orange County.",lettria_022,What is Anaheim a part of?,California,single_hop,rag,False
Anaheim is part of California in the US and is led by the California State Assembly.,"The country that California, which includes Anaheim, is part of is the United States (U.S.).",lettria_022,"What is the country that California, which includes Anaheim, is part of?",US,multi_hop,rag,False
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,Airey Neave participated in the Battle of France and World War II.,lettria_023,In which event did Airey Neave participate?,World War II,single_hop,rag,False
