source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
The Acura TLX with a 2.4 l engine is produced by Honda.,The car with a 2.4 l engine known as Acura TLX is produced by Honda.,oskgc_041,Who produces the car with a 2.4 l engine known as Acura TLX?,Honda,t5,graph_chunk,False
The 1955 Dodge has a wheelbase of 120 inches.,The wheelbase of the 1955 Dodge is 120 inches.,oskgc_042,What is the wheelbase of the 1955 Dodge?,120 inches,t5,graph_chunk,False
Aleksandre Guruli played for FC Dinamo Batumi.,"Aleksandre Guruli played for the following clubs:

- FC Dinamo Batumi  
- Olympique Lyonnais  
- FC Karpaty Lviv  
- FC Zestafoni  

Additionally, he played for the Georgia national football team.",oskgc_043,Who did Aleksandre Guruli play for?,FC Dinamo Batumi,t5,graph_chunk,False
Walter Baade is a German national.,Walter Baade is German.,oskgc_044,What nationality is Walter Baade?,German,t5,graph_chunk,False
The ICAO location identifier for Bedford Aerodrome is EGBF with its runway length of 1095.,The ICAO location identifier for Bedford Aerodrome is EGBF.,oskgc_045,What is the ICAO location identifier for Bedford Aerodrome?,EGBF,t5,graph_chunk,False
The United States includes the ethnic group of African Americans and is the birthplace of Abraham A. Ribicoff who is married to Casey Ribicoff.,Abraham A. Ribicoff is married to Ruth Ribicoff.,oskgc_046,Who is Abraham A. Ribicoff married to?,Casey Ribicoff,t5,graph_chunk,False
Atlanta is mostly part of DeKalb County (Georgia) in Georgia.,"The county where Atlanta is mostly part of, DeKalb County, is located in Georgia. Therefore, the state is Georgia.",oskgc_047,What state is the county where Atlanta is mostly part of located in?,Georgia,t5,graph_chunk,False
Aaron Turner played with the bands Twilight and Sumac. He performs black metal music.,"The artist who played with Twilight and Sumac, Aaron Turner, performs black metal, avant-garde metal, and post-metal music.",oskgc_048,What type of music does the artist who played with Twilight and Sumac perform?,black metal music,t5,graph_chunk,False
A.S. Livorno Calcio are managed by Christian Panucci who plays for A.S. Roma and is attached to the club Genoa C.F.C.,Christian Panucci manages A.S. Livorno Calcio.,oskgc_049,Who manages A.S. Livorno Calcio?,Christian Panucci,t5,graph_chunk,False
"FC Terek Grozny club member, Aleksandr Prudnikov, played for the youth football club, FC Spartak Moscow, at the Otkrytiye Arena.",Aleksandr Prudnikov played for the youth football club FC Spartak Moscow.,oskgc_050,What youth football club did Aleksandr Prudnikov play for?,FC Spartak Moscow,t5,graph_chunk,False
Ernie Colón and Gary Cohn created the comic character Bolt.,"The comic character Bolt was created by Gary Cohn, Ernie Colón (a Puerto Rican national), Dan Mishkin, and Paris Cullins (an American).",oskgc_051,Who created the comic character Bolt?,Ernie Colón and Gary Cohn,t5,graph_chunk,False
"Aleksandr Prudnikov played for the youth FC Spartak Moscow previously, as well as the FC Terek Grozny which is managed by Rashid Rakhimov.","Aleksandr Prudnikov played for FC Terek Grozny, which is managed by Rashid Rakhimov. Therefore, the manager of the club Aleksandr Prudnikov played for besides FC Spartak Moscow is Rashid Rakhimov.",oskgc_052,Who manages the club Aleksandr Prudnikov played for besides FC Spartak Moscow?,Rashid Rakhimov,t5,graph_chunk,False
The Accademia di Architettura di Mendrisio is located in Mendrisio and its dean is Mario Botta. The neighbouring municipality of Mendrisio is Meride.,The dean of the Accademia di Architettura di Mendrisio is Mario Botta.,oskgc_053,Who is the dean of the Accademia di Architettura di Mendrisio?,Mario Botta,t5,graph_chunk,False
Two types of dessert are Sandesh (confectionery) and Binignit. The latter has sweet potato as a main ingredient.,"The main ingredients of Binignit are sweet potato, coconut milk, taro, and banana, with sago also being a common component. However, based on the provided context, **sweet potato** is most frequently mentioned as a main ingredient across multiple sources. Therefore, the main ingredient of Binignit is **sweet potato**.",oskgc_054,What is the main ingredient of Binignit?,sweet potato,t5,graph_chunk,False
"Adams Township (Madison County, Indiana) is in the United States.",Adams Township is located in the United States.,oskgc_055,In what country is Adams Township located?,the United States,t5,graph_chunk,False
Beef kway teow is a dish of Singapore where Tony Tan is a leader.,The leader of the country where Beef kway teow comes from (Singapore) is Halimah Yacob.,oskgc_056,Who is the leader of the country where Beef kway teow comes from?,Tony Tan,t5,graph_chunk,False
Beef kway teow comes from Singapore region where the English language is spoken.,Beef kway teow comes from Singapore and Indonesia.,oskgc_057,Where does Beef kway teow come from?,Singapore,t5,graph_chunk,False
"Attica (Indiana) is part of Logan Township (Fountain County, Indiana) in the United States whose caiptal city is Washington, D.C.","The capital of the country where Attica, Indiana is located is Washington, D.C.",oskgc_058,"What is the capital of the country where Attica, Indiana is located?","Washington, D.C.",t5,graph_chunk,False
Abilene (Texas) is part of Taylor County (Texas).,"Abilene is part of Taylor County, Texas.",oskgc_059,What county is Abilene part of?,Taylor County,t5,graph_chunk,False
The United States is the birthplace of Abraham A. Ribicoff.,"Abraham A. Ribicoff was born in New Britain, Connecticut, United States.",oskgc_060,Where was Abraham A. Ribicoff born?,the United States,t5,graph_chunk,False
The location of Amdavad ni Gufa is Ahmedabad.,"Amdavad ni Gufa is located in Ahmedabad, Gujarat, India. It is situated at the Lalbhai Dalpatbhai Campus, near CEPT University, opposite Gujarat University, on University Road.",oskgc_061,Where is Amdavad ni Gufa located?,Ahmedabad,t5,graph_chunk,False
John van den Brom is a player in İstanbulspor A.Ş. but also manages the AZ Alkmaar and plays for R.S.C. Anderlecht.,"Based on the provided context, John van den Brom is a player for İstanbulspor A.Ş. and also manages AZ Alkmaar.

Therefore, the club that the player of İstanbulspor A.Ş. (John van den Brom) manages is **AZ Alkmaar**.",oskgc_062,What club does the player of İstanbulspor A.Ş. manage?,AZ Alkmaar,t5,graph_chunk,False
"The Atatürk Monument (İzmir) is located in Turkey, where the leader is Ahmet Davutoğlu and the currency is the Turkish Lira.",The leader of the country where the Atatürk Monument is located is Ahmet Davutoğlu.,oskgc_063,Who is the leader of the country where the Atatürk Monument is located?,Ahmet Davutoğlu,t5,graph_chunk,False
Lady Anne Monson was born in Darlington which is located in Kingdom of England.,"Lady Anne Monson was born in Darlington, in the Kingdom of England.",oskgc_064,Where was Lady Anne Monson born?,Darlington,t5,graph_chunk,False
"Elliot See died on February 28, 1966, in St. Louis.","Elliot See died on February 28, 1966.",oskgc_065,When did Elliot See die?,"February 28, 1966",t5,graph_chunk,False
Rome is the capital of Italy.,The capital of Italy is Rome.,oskgc_066,What is the capital of Italy?,Rome,t5,graph_chunk,False
Crew member William Anders and backup pilot Buzz Aldrin served under commander Frank Borman on Apollo 8.,William Anders served under the command of Frank Borman on Apollo 8.,oskgc_067,Under whose command did William Anders serve on Apollo 8?,Frank Borman,t5,graph_chunk,False
"Alpena County Regional Airport is found in Wilson Township (Alpena County, Michigan)","Alpena County Regional Airport is found in Wilson Township, Alpena County, Michigan, United States.",oskgc_068,Where is Alpena County Regional Airport found?,"Wilson Township (Alpena County, Michigan)",t5,graph_chunk,False
Dave Challinor is at Colwyn Bay F.C.,Dave Challinor is at Colwyn Bay F.C.,oskgc_069,What club is Dave Challinor at?,Colwyn Bay F.C.,t5,graph_chunk,False
A.C. Chievo Verona play in the Serie A league and their home ground is Stadio Marc'Antonio Bentegodi.,"The home ground of A.C. Chievo Verona, the team playing in the Serie A league, is Stadio Marc'Antonio Bentegodi.",oskgc_070,What is the home ground of the team playing in the Serie A league known as A.C. Chievo Verona?,Stadio Marc'Antonio Bentegodi,t5,graph_chunk,False
The Ariane 5 was manufactured by the European Space Agency and launched at ELA-3.,"The Ariane 5 was manufactured by the European Space Agency, according to multiple passages in the context. However, one chunk states it was manufactured by Airbus Defence and Space. Given that the European Space Agency is mentioned consistently across several passages, and Airbus Defence and Space is mentioned only once, the most supported answer based on the context is:

The Ariane 5 was manufactured by the European Space Agency.",oskgc_071,Who manufactured the Ariane 5?,European Space Agency,t5,graph_chunk,False
1089 Tama has an orbital period of 1202.846 days; its epoch date is the 26th of November 2005.,The orbital period of 1089 Tama is 1202.846 days.,oskgc_072,What is the orbital period of 1089 Tama?,1202.846 days,t5,graph_chunk,False
"Walter Baade, who discovered 1036 Ganymed, had a doctoral student named Allan Sandage.","The doctoral students of Walter Baade, the discoverer of 1036 Ganymed, were Halton Arp and Allan Sandage.",oskgc_073,Who was the doctoral student of the discoverer of 1036 Ganymed?,Allan Sandage,t5,graph_chunk,False
"A Severed Wasp is from the United States where English is the primary language. Additionally, the United states has an ethnic group called Asian Americans.",The primary language of the country where A Severed Wasp is from is English.,oskgc_074,What is the primary language of the country where A Severed Wasp is from?,English,t5,graph_chunk,False
"The comic book character Blockbuster, aka Mark Desmond, was created by Gardner Fox and Tom Lyle.","The comic book character Blockbuster was created by multiple individuals according to the provided context:

- Roger Stern (mentioned in 5 instances in the knowledge graph and in 2 text passages)
- Carmine Infantino (mentioned in 2 text passages)
- Gardner Fox (mentioned in 2 text passages)
- Tom Lyle (mentioned in 2 text passages)

Therefore, based on the context, Blockbuster was created by Roger Stern, Carmine Infantino, Gardner Fox, and Tom Lyle.",oskgc_075,Who created the comic book character Blockbuster?,Gardner Fox and Tom Lyle,t5,graph_chunk,False
Noodles are an ingredient in batchoy.,An ingredient in batchoy is noodles.,oskgc_076,What is an ingredient in batchoy?,Noodles,t5,graph_chunk,False
Michael Rooker was born in the year 1955.,"Michael Rooker was born on April 6th, 1955.",oskgc_077,When was Michael Rooker born?,1955,t5,graph_chunk,False
Albany (Georgia) is in the United States.,"Albany, Georgia is in the United States.",oskgc_078,"In what country is Albany, Georgia?",the United States,t5,graph_chunk,False
Nie Haisheng was born in Zaoyang.,Nie Haisheng was born in Zaoyang.,oskgc_079,Where was Nie Haisheng born?,Zaoyang,t5,graph_chunk,False
The floor area of Addis Ababa City Hall is 140000 (square metres).,"The floor area of Addis Ababa City Hall is 1,400,000 square metres. This is consistently stated in multiple passages and knowledge graph facts, including the completion in 1964 and the construction start in 1961. Although one passage mentions 140,000 square metres, the repeated references to 1,400,000 square metres across multiple sources indicate this is the correct value.",oskgc_080,What is the floor area of Addis Ababa City Hall?,140000 (square metres),t5,graph_chunk,False
Robert E. Lee was a commander in the American Civil War when the Battle of Cold Harbor took place. Aaron S. Daggett fought in this battle.,Robert E. Lee was a commander in the war during which Aaron S. Daggett fought in the Battle of Cold Harbor.,oskgc_081,Who was a commander in the war during which Aaron S. Daggett fought in the Battle of Cold Harbor?,Robert E. Lee,t5,graph_chunk,False
"Alfons Gorbach died in Austria, the country led by, Doris Bures.","Based on the provided context:

- Alfons Gorbach died in Austria (as stated in [KG] and [CHUNK]).
- The country where he died, Austria, is stated to be led by Doris Bures (in [CHUNK]).

Therefore, the country where Alfons Gorbach died is led by Doris Bures.",oskgc_082,Who leads the country where Alfons Gorbach died?,Doris Bures,t5,graph_chunk,False
"The AIDAluna, christened on April 4, 2009, is 252000 millimetres long and powered by the Caterpillar Inc. engine.","The AIDAluna was christened on April 4, 2004, and also on April 4, 2009, according to the provided context.",oskgc_083,When was the AIDAluna christened?,"April 4, 2009",t5,graph_chunk,False
One of Aaron S. Daggett's battles was the Battle of the Wilderness.,One of Aaron S. Daggett's battles was the Battle of Fredericksburg.,oskgc_084,What was one of Aaron S. Daggett's battles?,Battle of the Wilderness,t5,graph_chunk,False
300 North LaSalle is in Chicago part of DuPage County.,300 North LaSalle is located in DuPage County.,oskgc_085,What county is 300 North LaSalle located in?,DuPage County,t5,graph_chunk,False
Alpharetta is located in the state of Georgia in the United States.,"The state where Alpharetta is located is Georgia, which is in the United States. Therefore, the country is the United States.",oskgc_086,In what country is the state where Alpharetta is located?,the United States,t5,graph_chunk,False
"AmeriGas serves the population of the United States, which is 324720797.","AmeriGas serves a population of 324,720,797 in the United States.",oskgc_087,What is the population that AmeriGas serves?,324720797,t5,graph_chunk,False
"Chinabank, a public company, was founded in the Insular Government of the Philippine Islands.","Chinabank was founded in Manila, under the Insular Government of the Philippine Islands.",oskgc_088,Where was the public company known as Chinabank founded?,the Insular Government of the Philippine Islands,t5,graph_chunk,False
"Alison O'Donnell, who is signed with the record label Stanyan Records, plays jazz music; one of the Jazz derivatives is Funk.",One of the derivatives of the music genre played by Alison O'Donnell is Funk.,oskgc_089,What is one of the derivatives of the music genre played by Alison O'Donnell?,Funk,t5,graph_chunk,False
Pontiac makes the Pontiac Rageous coupé at its plant in Detroit.,"Pontiac's plant is located in Detroit, Michigan.",oskgc_090,Where is Pontiac's plant located?,Detroit,t5,graph_chunk,False
John van den Brom plays for AFC Ajax and has previously been the manager for AZ Alkmaar.,"Based on the provided context, John van den Brom is associated with multiple clubs, but there is inconsistency across the sources. The most consistent information from the knowledge graph (KG) is that he played for the **Netherlands national football team** and **AFC Ajax**.

However, the text passages (CHUNKs) present conflicting information:
- Some say he plays for **Vitesse Arnhem** and **Jong Ajax**.
- Others state he plays for **R.S.C. Anderlecht** and **AFC Ajax**.
- One says he plays for **AZ Alkmaar**.

Since the question asks what club he *plays for*, and the knowledge graph (which is more reliable for factual consistency) confirms **AFC Ajax** as a club he is associated with, and multiple text passages also mention **AFC Ajax**, the most supported answer is:

**AFC Ajax**.",oskgc_091,What club does John van den Brom play for?,AFC Ajax,t5,graph_chunk,False
A Long Long Way is published by Viking press in the United States.,"A Long Long Way is published by Viking Press, which is a part of Penguin Random House.",oskgc_092,Who publishes A Long Long Way?,Viking press,t5,graph_chunk,False
Olga Bondareva was born in Leningrad.,Olga Bondareva was born in Leningrad.,oskgc_093,Where was Olga Bondareva born?,Leningrad,t5,graph_chunk,False
"The film Big Hero 6 stars actor Damon Wayans, Jr.","The film Big Hero 6 stars Damon Wayans, Jr., Alan Tudyk, Scott Adsit, Ryan Potter, and Jamie Chung.",oskgc_094,Who stars in the film Big Hero 6?,"Damon Wayans, Jr.",t5,graph_chunk,False
A.F.C. Fylde's ground is Kellamergh Park.,A.F.C. Fylde's ground is Kellamergh Park.,oskgc_095,What is A.F.C. Fylde's ground?,Kellamergh Park,t5,graph_chunk,False
Chinabank was founded on 08-16-1920.,Chinabank was founded on 1920-08-16.,oskgc_096,When was Chinabank founded?,08-16-1920,t5,graph_chunk,False
Bacon and sausage make up a bacon explosion.,A bacon explosion is made up of bacon and sausage.,oskgc_097,What ingredients make up a bacon explosion?,Bacon and sausage,t5,graph_chunk,False
"Birmingham, which is led by the Labour politician John Clancy, is the home town of the architect John Madin who designed 103 Colmore Row.","To determine who designed the building in the home town of the architect led by John Clancy, let's break down the information step by step:

1. **Identify the leader and the associated town:**
   - The context states: ""Birmingham -[leader]-> John Clancy"" (repeated multiple times).
   - Therefore, John Clancy is the leader of Birmingham.

2. **Identify the architect associated with Birmingham:**
   - The context says: ""Birmingham, which is led by the Labour politician John Clancy, is the home town of the architect John Madin...""
   - Also: ""John Clancy is a labor politician who leads Birmingham, where architect John Madin... was born.""
   - So, John Madin is the architect whose hometown is Birmingham.

3. **Identify the building designed by the architect:**
   - The context states: ""John Madin... designed 103 Colmore Row.""
   - Also: ""103 Colmore Row was designed by the architect John Madin...""

4. **Answer the question:**
   - The question asks: ""Who designed the building in the home town of the architect led by John Clancy?""
   - The architect led by John Clancy is John Madin (since John Clancy leads Birmingham, and John Madin is from Birmingham).
   - The home town of John Madin is Birmingham.
   - The building in Birmingham designed by John Madin is 103 Colmore Row.
   - Therefore, the person who designed the building in the home town of the architect (John Madin) led by John Clancy is **John Madin**.

**Final Answer: John Madin**",oskgc_098,Who designed the building in the home town of the architect led by John Clancy?,John Madin,t5,graph_chunk,False
"Alexandria (Indiana) is part of the state of Indiana, which can be found in the United States.","Alexandria, Indiana is in the state of Indiana.",oskgc_099,"In what state is Alexandria, Indiana?",Indiana,t5,graph_chunk,False
"Alfons Gorbach was born in Tyrol, in Austria.","Alfons Gorbach was born in Imst, in Tyrol, Austria-Hungary.",oskgc_100,Where was Alfons Gorbach born?,"Tyrol, in Austria",t5,graph_chunk,False
Arem arem originates from the country of Indonesia where Joko Widodo is the leader and Indonesian is the language.,The origin of Arem arem is Indonesia.,lettria_001,What is the origin of Arem arem?,Indonesia,single_hop,graph_chunk,False
"Darinka Dentcheva (United States citizen) with birthdate as January 1, 1958 studied at Humboldt University. Her theory was influenced by Andrzej Piotr Ruszczyński.",Darinka Dentcheva is a citizen of the United States.,lettria_002,What is the citizenship of Darinka Dentcheva?,United States,single_hop,graph_chunk,False
"Darinka Dentcheva (United States citizen) with birthdate as January 1, 1958 studied at Humboldt University. Her theory was influenced by Andrzej Piotr Ruszczyński.","The person with citizenship in the United States, Darinka Dentcheva, was influenced by Andrzej Piotr Ruszczynski.",lettria_002,Who influenced the person with citizenship in the United States?,Andrzej Piotr Ruszczyński,multi_hop,graph_chunk,False
"Agustin Barboza was born in Paraguay and died in Asuncion, Gran Asunción.","Agustin Barboza died in Asuncion, Paraguay.",lettria_003,Where did Agustin Barboza die?,Asuncion,single_hop,graph_chunk,False
"Agustin Barboza was born in Paraguay and died in Asuncion, Gran Asunción.","The place where Agustin Barboza died, Asuncion, is part of Gran Asunción.",lettria_003,What larger area is the place where Agustin Barboza died part of?,Gran Asunción,multi_hop,graph_chunk,False
"Akeem Ayers, who was number 39 in the draft pick, is currently a member of the Los Angeles Rams, having previously played with the New England Patriots.","Based on the provided context, Akeem Ayers currently plays for the Los Angeles Rams. This is supported by the statement: ""The current team of Akeem Ayers is the Los Angeles Rams."" Although there are references to the St. Louis Rams and the New England Patriots, the most recent and direct information indicates that his current team is the Los Angeles Rams.",lettria_004,Which team does Akeem Ayers play for?,Los Angeles Rams,single_hop,graph_chunk,False
"Akeem Ayers, who was number 39 in the draft pick, is currently a member of the Los Angeles Rams, having previously played with the New England Patriots.",The draft pick number of the player who plays for the Los Angeles Rams is 39.,lettria_004,What is the draft pick number of the player who plays for the Los Angeles Rams?,39,multi_hop,graph_chunk,False
"The comic character Bolt was created by Gary Cohn and Ernie Colon, the latter of which is a Puerto Rican national.","Based on the provided context, the creators of Bolt are Ernie Colón, Paris Cullins, and Gary Cohn. Dan Mishkin is mentioned in the knowledge graph, but this is contradicted by the text passages, which consistently name Ernie Colón, Paris Cullins, and Gary Cohn as the creators. Therefore, the correct creators of Bolt are Ernie Colón, Paris Cullins, and Gary Cohn.",lettria_005,Who is a creator of Bolt?,Ernie Colon,single_hop,graph_chunk,False
"The comic character Bolt was created by Gary Cohn and Ernie Colon, the latter of which is a Puerto Rican national.","The creators of Bolt are Dan Mishkin, Ernie Colón, Paris Cullins, and Gary Cohn.",lettria_005,Who are the creators of Bolt?,Ernie Colon and Gary Cohn,multi_hop,graph_chunk,False
"1147 Stavropolis, an asteroid, discovered on 11 June 1929 with absolute magnitude of 11.5, has an apoapsis of 418476000000.0 AU.",The apoapsis of 1147 Stavropolis is 418476000000.0 AU.,lettria_006,What is the apoapsis of 1147 Stavropolis?,418476000000.0 AU,single_hop,graph_chunk,False
"1147 Stavropolis, an asteroid, discovered on 11 June 1929 with absolute magnitude of 11.5, has an apoapsis of 418476000000.0 AU.",The absolute magnitude of the object discovered on 1929-06-11 is 11.5.,lettria_006,What is the absolute magnitude of the object discovered on 1929-06-11?,11.5,multi_hop,graph_chunk,False
"1147 Stavropolis, discovered by Grigory Neujmin, has an absolute magnitude of 11.5.",1147 Stavropolis was discovered by Grigory Neujmin.,lettria_007,Who discovered 1147 Stavropolis?,Grigory Neujmin,single_hop,graph_chunk,False
"1147 Stavropolis, discovered by Grigory Neujmin, has an absolute magnitude of 11.5.","The absolute magnitude of the object discovered by Grigory Neujmin, which is 1147 Stavropolis, is 11.5.",lettria_007,What is the absolute magnitude of the object discovered by Grigory Neujmin?,11.5,multi_hop,graph_chunk,False
The United States is the country of Bacon Explosion. Barack Obama is the leader and Washington D.C. is the capital.,The Bacon Explosion is located in the Kansas City metropolitan area of the United States.,lettria_008,Where is the Bacon Explosion located?,United States,single_hop,graph_chunk,False
Pop rock is the genre of the band Train.,The genre of Train is pop rock.,lettria_009,What is the genre of Train?,Pop rock,single_hop,graph_chunk,False
The A Rosa Luna is powered by a MTU Friedrichshafen engine. It was built by Neptun Werft in Rostock.,"Neptun Werft is located in Rostock, Germany.",lettria_010,Where is Neptun Werft located?,Rostock,single_hop,graph_chunk,False
The A Rosa Luna is powered by a MTU Friedrichshafen engine. It was built by Neptun Werft in Rostock.,"The manufacturer of the A-Rosa Luna, Neptun Werft, is located in Rostock, Germany. This is supported by the knowledge graph fact: ""A-Rosa Luna -[manufacturer]-> Neptun Werft"" and the text passage: ""The A-Rosa Luna was built on the Neptun Werft in Rostock, Germany."" Additionally, MTU Friedrichshafen, which manufactures the engine for the A-Rosa Luna, is located in Friedrichshafen, Germany, but it is not the builder/manufacturer of the vessel itself. Therefore, the location of the manufacturer (Neptun Werft) is Rostock, Germany.",lettria_010,What is the location of the manufacturer of A Rosa Luna?,Rostock,multi_hop,graph_chunk,False
"In print, A Loyal Character Dancer was penned by Qiu Xiaolong and has the OCLC number 49805501.",The author of A Loyal Character Dancer is Qiu Xiaolong.,lettria_011,Who is the author of A Loyal Character Dancer?,Qiu Xiaolong,single_hop,graph_chunk,False
"In print, A Loyal Character Dancer was penned by Qiu Xiaolong and has the OCLC number 49805501.","The media type of the work authored by Qiu Xiaolong, titled *A Loyal Character Dancer*, is hardcover.",lettria_011,What is the media type of the work authored by Qiu Xiaolong?,print,multi_hop,graph_chunk,False
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","AEK Athens FC has 69,618 members.",lettria_012,How many members does AEK Athens FC have?,69618,single_hop,graph_chunk,False
"AEK Athens FC, whose home ground is in Greece, has 69618 members and compete in the Superleague Greece.","The team that plays in Greece, AEK Athens FC, participates in the Superleague Greece.",lettria_012,In which league does the team that plays in Greece participate?,Superleague Greece,multi_hop,graph_chunk,False
"Arrabbiata sauce is from Italy, where the language is Italian and Pietro Grasso is the leader.",The origin of Arrabbiata sauce is Italy.,lettria_013,What is the origin of Arrabbiata sauce?,Italy,single_hop,graph_chunk,False
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.",The manufacturer of Ariane 5 is Airbus Defence and Space.,lettria_014,Who is the manufacturer of Ariane 5?,European Space Agency,single_hop,graph_chunk,False
"The European Space Agency manufactured the Ariane 5, which was launched from the Guiana Space Centre, and had a final flight on the 18th December 2009.","The launch site of the vehicle manufactured by the European Space Agency (Ariane 5) is the Guiana Space Centre, specifically the ELA-3 launchpad.",lettria_014,Where is the launch site of the vehicle manufactured by the European Space Agency?,Guiana Space Centre,multi_hop,graph_chunk,False
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.",The runtime of 'It's Great to Be Young' is 94 minutes.,lettria_015,What is the runtime of 'It's great to be young'?,94 minutes,single_hop,graph_chunk,False
"The duration of the film 'It's great to be young', from 1956, is 94 minutes.","The movie with a runtime of 94 minutes, *It's Great to Be Young*, was released in 1956.",lettria_015,What is the release date of the movie with a runtime of 94 minutes?,1956-01-01,multi_hop,graph_chunk,False
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.",Al Anderson's occupations are singer and guitarist.,lettria_016,What is Al Anderson's occupation?,guitarist,single_hop,graph_chunk,False
"Former The Wildweeds member, Al Anderson, is the guitarist in the band NRBQ, which plays Rock music.","The band that Al Anderson is a member of, NRBQ, is a Rock music band.",lettria_016,What genre is the band that Al Anderson is a member of?,Rock,multi_hop,graph_chunk,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,Agremiação Sportiva Arapiraquense plays in the Campeonato Brasileiro Série C league.,lettria_017,In which league does Agremiação Sportiva Arapiraquense play?,Campeonato Brasileiro Série C,single_hop,graph_chunk,False
Agremiação Sportiva Arapiraquense's ground is Estádio Municipal Coaracy da Mata Fonseca in Arapiraca. The team played in the Brazilian Campeonato Brasileiro Série C league and competed in the 2015 season of that league.,"The stadium where Agremiação Sportiva Arapiraquense plays, Estádio Municipal Coaracy da Mata Fonseca, is located in Arapiraca.",lettria_017,In which city is the stadium where Agremiação Sportiva Arapiraquense plays located?,Arapiraca,multi_hop,graph_chunk,False
"Anderson is part of Madison County, Indiana in the U.S.","Anderson is part of Fall Creek Township, Union Township, Adams Fall Creek, Lafayette, Richland, and Madison County, Indiana, in the United States.",lettria_018,What is Anderson a part of?,Madison County,single_hop,graph_chunk,False
"Anderson is part of Madison County, Indiana in the U.S.",Anderson is part of Indiana.,lettria_018,Which state is Anderson a part of?,Indiana,multi_hop,graph_chunk,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.",Chinabank provides banking services.,lettria_019,What service does Chinabank provide?,banking,single_hop,graph_chunk,False
"Chinabank, founded on 08-16-1920, offers banking services as well as having a net income of 15,100,000,000.","The net income of the entity founded on 1920-08-16 (Chinabank) is 15,100,000,000.",lettria_019,What is the net income of the entity founded on 1920-08-16?,"15,100,000,000",multi_hop,graph_chunk,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.","The runway length of Alpena County Regional Airport is 1,533 metres and 2,744 metres.",lettria_020,What is the runway length of Alpena County Regional Airport?,1533.0,single_hop,graph_chunk,False
"Alpena County Regional Airport is located in Wilson Township, Alpena County, Michigan in the United States. It has a runway length of 1533.0.","Wilson Township, Alpena County, Michigan is located in the United States.",lettria_020,"In which country is Wilson Township, Alpena County, Michigan located?",United States,multi_hop,graph_chunk,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,AWH Engineering College is located in the state of Kerala.,lettria_021,In which state is AWH Engineering College located?,Kerala,single_hop,graph_chunk,False
There are 250 academic staff at the AWH Engineering College in the state of Kerala. The College was established in 2001.,"The academic staff size of the AWH Engineering College, which was established in 2001, is 250.",lettria_021,What is the academic staff size of the college established in 2001?,250,multi_hop,graph_chunk,False
Anaheim is part of California in the US and is led by the California State Assembly.,"Anaheim is part of Orange County, California, the United States, and the Greater Los Angeles area.",lettria_022,What is Anaheim a part of?,California,single_hop,graph_chunk,False
Anaheim is part of California in the US and is led by the California State Assembly.,"The country that California, which includes Anaheim, is part of is the United States.",lettria_022,"What is the country that California, which includes Anaheim, is part of?",US,multi_hop,graph_chunk,False
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,Airey Neave participated in the Battle of France and World War II.,lettria_023,In which event did Airey Neave participate?,World War II,single_hop,graph_chunk,False
Airey Neave fought in World War II which included the East African Campaign and had Benito Mussolini as a commander.,"Based on the provided context, Benito Mussolini was a commander in the event that Airey Neave participated in. This is indicated in the chunks stating that Airey Neave fought in World War II, where Benito Mussolini was a leader. Additionally, the context mentions that the Battle of France was one of the events Neave participated in, and Mussolini was a leader during World War II, which included that battle. Therefore, Benito Mussolini is the commander mentioned in the context who was associated with the events Airey Neave participated in.",lettria_023,Who was a commander in the event that Airey Neave participated in?,Benito Mussolini,multi_hop,graph_chunk,False
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.",Brandon Carter's doctoral advisor is Dennis William Sciama.,lettria_024,Who is Brandon Carter's doctoral advisor?,Dennis William Sciama,single_hop,graph_chunk,False
"Brandon Carter was born on January 1st, 1942, in England. He graduated from the University of Cambridge, where his doctoral advisor was Dennis William Sciama. Carter is know for his Doomsday argument and for his work on the Anthropic Principle.","The person known for the Anthropic Principle, Brandon Carter, was born in England.",lettria_024,Where was the person known for the Anthropic Principle born?,England,multi_hop,graph_chunk,False
"Big Hero 6, distributed by Walt Disney Studios Motion Pictures, starred Ryan Potter and was Baymax's first film appearance.",Baymax made his first appearance in Big Hero 6.,lettria_025,Who made their first appearance in Big Hero 6?,Baymax,single_hop,graph_chunk,False
